sl.no,Pick_Time,Actual_Quantity,number_of_items_container,total_quantity_of_items_in_container,volume_of_items_present_in_container,Total_Weight_of_items_present_in_container,Height_of_item,Length_of_item,Width_of_item,weight_of_each_item
35372,9.386,1,12,19,1929.31,13.8459,0.9,7.6,6.4,0.625
35373,9.103,1,0,0,0,0,2.2,5.75,1.2,0.5
35374,15.577,1,2,4,491.78125,4,1.625,5.375,2.625,0.25
35375,14.35,1,0,0,0,0,1.5,5.25,4.5,0.78
35376,10.143,1,1,1,19.6875,0.0156,2,4.25,4.25,0.54
35377,19.246,1,0,0,0,0,2.5,3.75,3.75,0.375
35378,9.123,1,3,4,237.5,2.0509,2,4.5,3.75,0.58
35379,19.14,1,4,6,440.6875,4.125,2.5,4.75,4.75,0.875
35380,9.46,2,8,13,1142.099754,8.3821,7,5.25,3.5,0.875
35381,28.3,1,2,2,103.03,1.25,0.5,5.5,6.5,0.75
35382,21.287,2,10,13,1686.69275,17.1331,6.75,3.75,2,0.5
35383,6.064,1,3,4,132.695,1.6175,9,6.75,0.5,0.54
35384,5.923,1,6,6,458.21875,4.9712,1,9,5,0.4375
35385,5.71,1,1,1,15.9375,0.5,3,11.5,4.25,1.84
35386,6.544,1,1,2,450.1525,0.3125,9.5,4,4,3.4875
35387,14.053,1,4,5,585.5625,2.3325,7,10,1,1.1
35388,28.817,2,9,11,876.371875,12.2524,3,11.5,4.25,1.84
35389,43.106,1,0,0,0,0,2.75,5.25,2.5,1.04
35390,5.863,1,4,8,527.5,3.4812,2.5,5.75,5,0.2188
35391,10.883,1,5,6,877.46875,6.3925,1.75,4.75,4.75,0.54
35392,7.56,1,0,0,0,0,9.5,3.85,3.85,4.4938
35393,22.543,1,2,2,372.8856,8.5,6,7,10,3.5
35394,6.956,1,9,13,748.703125,8.565,1.25,8.25,5.5,0.4
35395,7.497,1,0,0,0,0,3.5,8.87,7.25,0.3125
35396,20.046,1,8,9,1157.734375,10.7838,3,11.5,4.25,1.84
35397,58,2,7,19,1894.75125,15.6051,3,11.5,4.25,1.84
35398,10.427,1,4,5,295.890625,3.1075,5.75,4.5,1.75,0.5
35399,9.53,2,2,5,172.125,0.7312,2.5,4,4,0.4
35400,3.794,1,8,10,1284.78125,12.79,2.75,5,2.5,1.0125
35401,16.98,2,0,0,0,0,5.75,4.5,1.75,0.5
35402,6.95,1,7,9,1066.334562,12.1875,1.75,7.5,6,0.75
35403,63.89,4,0,0,0,0,1,9,5,0.4375
35404,10.317,1,1,2,40.625,0.43,2.75,5.25,2.5,1.04
35405,13.387,1,6,8,614.75,5.7475,1.5,4.25,2.5,0.5
35406,4.95,1,1,5,265.625,1.1875,2,5.25,5.25,0.5
35407,10.02,2,4,5,965.81075,14.0663,9.25,3,3,2.24
35408,1.48,1,0,0,0,0,2.25,3,3,0.2656
35409,15.89,1,0,0,0,0,6.25,2.5,2.5,0.9
35410,11.614,1,2,2,250,0.2821,3,11.5,4.25,1.84
35411,24.163,2,0,0,0,0,3,5,5,0.625
35412,9.913,1,9,15,1406.68125,8.7737,1,7,8,0.625
35413,39.273,4,4,20,1121.71875,4.1062,2.5,4,4,0.4
35414,21.354,3,1,1,21.65625,0.54,2.5,3,3,0.3312
35415,13.494,1,1,1,56.71875,0.4,1.5,4.25,2.5,0.5
35416,43.036,1,3,4,733.125,2.3587,2,4.5,3.75,0.58
35417,13.097,1,17,17,1292.349221,20.36,5.88,1.25,3.25,0.15
35418,15.23,1,14,15,1721.234375,17.5218,1.75,4.5,4.5,0.5
35419,15.64,2,0,0,0,0,2.5,7,6.25,0.25
35420,11.666,1,7,10,677.125916,9.2837,3.5,2.75,2.75,0.2812
35421,16.85,1,0,0,0,0,2.75,4.75,2.5,1.04
35422,9.584,1,5,6,788.40625,4.2713,5.5,8,6.5,2
35423,3.42,1,2,3,417.5625,5.5,3,11.5,4.25,1.84
35424,32.7,1,7,8,1148.125,10.6425,1.25,8.25,5.5,0.4
35425,21.113,2,17,27,1382.250458,10.4934,6,2.75,2.75,0.625
35426,23.203,1,5,11,1003.40625,6.9384,6,10,10,3.1
35427,24.683,1,8,18,1618.859375,7.5087,2.75,5.25,2.5,1.04
35428,15.496,1,5,5,187.625,3.0626,2.5,3.75,3.75,0.375
35429,14.983,1,1,1,152,4.125,1,7,8,0.625
35430,7.203,1,0,0,0,0,2,5.25,5.25,0.5
35431,29.737,2,0,0,0,0,6,7,10,3.5
35432,11.026,1,2,3,179.25,1.85,1.25,6.25,4.25,0.5625
35433,9.513,1,9,14,623.828125,4.7868,5,5,5,0.9062
35434,17.65,3,4,5,578.0625,8.14,2.5,3.25,3.25,0.3312
35435,38.576,1,4,8,1346.125,5,6,7,10,3.5
35436,6.523,1,3,4,945.6,2.5625,5.5,1.38,6.75,0.6625
35437,1.664,1,3,7,374.125,2.64,3,11.5,4.25,1.84
35438,21.156,2,8,16,1107.0625,9.4737,6.25,2.5,2.5,0.9
35439,30.326,1,8,17,1108.875,6.45,1,9.5,6.25,0.52
35440,9.843,1,7,14,663.15625,9.2344,1.75,6.75,3.75,0.375
35441,9.697,1,10,10,1347.265625,12.3712,2.75,2.59,2.71,0.2625
35442,7.187,1,0,0,0,0,3,11.5,4.25,1.84
35443,5.293,1,7,14,1261.28375,6.705,2.75,11.75,4,1.5
35444,12.28,1,0,0,0,0,6.25,2.5,2.5,0.9
35445,10.56,1,5,5,1056.594,6.2631,2.75,11.75,4,1.5
35446,26.16,1,0,0,0,0,4,5,5,0.875
35447,6.713,1,4,4,485.828125,4.4375,2.75,11.75,4,1.5
35448,9.094,1,4,9,447.125,2.935,1.5,4.25,2.5,0.5
35449,13.69,1,4,7,929,6.2969,2.75,5,2.5,1.0125
35450,10.744,1,0,0,0,0,2,5.25,5.25,0.5
35451,18.8,1,0,0,0,0,2,4.5,3.75,1.02
35452,26.61,1,4,5,507.5,6.5,1.5,6.25,5.25,0.875
35453,5.366,1,7,9,671.129411,4.7006,2.75,11.75,4,1.5
35454,12.65,1,4,4,542.625,4.7225,9.5,7,1.5,0.52
35455,3.104,1,15,15,1111.296875,23.8586,1.75,6.75,3.75,0.375
35456,7.463,1,5,5,252.921875,4.6162,1,8,6,0.3125
35457,13.403,1,0,0,0,0,7,10,1,1.1
35458,24.783,1,6,7,831.9375,6.6725,3,4.25,4.25,1
35459,12.486,1,10,13,1631.81875,15.8663,2.5,3.25,3.25,0.3312
35460,24.673,1,0,0,0,0,7,5.25,3.5,0.875
35461,10.556,1,2,2,238.125,1.4,2.25,3,3,0.2656
35462,8.64,1,12,12,1087.059375,18.6462,2.5,7,6.25,0.25
35463,26.867,2,6,8,897.265625,11.7062,2,4.5,3.75,0.58
35464,16.693,1,8,10,983.596576,9.9412,3,11.5,4.25,1.84
35465,7.487,1,5,7,768.896875,8.4325,6.25,2.5,2.5,0.9
35466,17.493,1,15,21,1805.590625,13.4137,8.5,8.25,1,0.36
35467,11.6,1,10,11,1225.02125,15.4459,2.25,4.25,4.25,0.62
35468,16.884,3,8,14,1064.5625,10.5625,9.5,4,4,3.4875
35469,6.42,1,8,8,854.357418,11.3356,4.75,5.56,3.75,1.5
35470,8.124,1,14,18,1593.15625,6.8694,5.5,5.5,1,0.75
35471,8.626,1,4,4,642.28125,5.8175,2.25,4.25,4.25,0.62
35472,24.846,1,0,0,0,0,3,11.5,4.25,1.84
35473,13.087,1,4,5,1079.775,5.9534,2.5,3.5,3.5,0.5625
35474,29.007,1,13,14,1707.140625,16.5275,1.75,4.75,4.75,0.54
35475,13.204,2,18,28,1646.077664,8.7781,1.75,4.5,4.5,0.5
35476,7.32,1,7,10,1306.5,9.34,1.75,6,4.75,1.32
35477,17.58,1,0,0,0,0,3,5,5,1.0625
35478,7.4,1,8,9,1150.311655,10.8087,2.75,5,2.5,1.0125
35479,7.69,1,3,4,224.125,2.76,1.75,6.25,1.75,0.64
35480,9.003,1,3,3,341.301975,3.2625,3,5,5,0.625
35481,12.764,3,5,5,578.637625,5.495,10.5,6.75,0.5,0.76
35482,25.367,2,0,0,0,0,2.5,3.75,3.75,0.3312
35483,6.507,1,8,14,1493.71875,11.3625,2,4.5,3.75,0.58
35484,11.323,1,7,8,821.6875,10.6713,9.5,4,4,3.4875
35485,10.79,1,4,4,987.328125,4.67,3,11.5,4.25,1.84
35486,16.057,4,2,4,409.5,5.5075,7,2.2,2.2,0.625
35487,10.697,1,6,6,1098,9.05,9.5,4,4,4
35488,13.177,1,6,6,467.0721375,6.4734,5,10.75,1,0.5
35489,5.143,1,9,17,1416.460625,14.97,1,5.5,5.5,0.625
35490,10.637,1,5,8,1067.65625,7.1025,7,10,1,1.1
35491,24.66,1,7,14,1256.0625,7.1625,1,7.5,4,0.42
35492,34.653,2,0,0,0,0,7.5,9.5,0.5,0.25
35493,24.423,1,11,14,1770.70625,17.1525,2.5,3,3,0.3312
35494,17.453,1,4,5,290.7,3.42,10.25,4.25,4.25,3
35495,25.003,1,9,10,1288.53125,17.28,1,1,1,1
35496,24.903,1,11,14,1150.862114,21.64,6,2.75,2.75,0.625
35497,6.07,1,0,0,0,0,9.25,3,3,2.24
35498,5.517,1,4,5,424.6412176,6.5937,9.5,4,4,3.4875
35499,17.917,2,7,13,996.09375,9.4712,3,11.5,4.25,1.84
35500,12.874,1,0,0,0,0,2.75,11.75,4,1.5
35501,9.873,1,5,6,296.1,3.7688,6.25,2.5,2.5,0.9
35502,10.596,1,7,15,770.09375,7.4825,2.36,3.43,3.43,0.4375
35503,6.554,1,7,9,986.46875,6.925,1.25,8.25,5.5,0.4
35504,16.867,4,3,6,1034.4375,5.893,2,8.5,2,1.04
35505,9.29,1,9,10,1699.3125,13.845,7,10.75,0.5,0.8
35506,8.183,1,0,0,0,0,2,7,7,1
35507,14.057,1,8,12,830.907153,12.3937,2.75,5,2.75,1.2812
35508,9.777,1,3,4,200.875,2.12,2.5,4.75,4.75,0.875
35509,11.13,1,2,2,119.25,0.9,3,11.5,4.25,1.84
35510,18.703,4,10,15,1342.398438,23.165,2.5,4,4,0.4
35511,44.367,1,6,13,1365.8125,6.6,6.25,2.5,2.5,0.9
35512,9.817,1,3,3,274.516875,1.7588,5.25,10.25,0.25,0.5
35513,3.72,1,10,11,1675.906052,11.76,9.5,4,4,3.4875
35514,11.62,3,0,0,0,0,2.5,3.75,3.75,0.375
35515,6.907,1,4,4,771.328125,8.77,3.25,4.25,4.25,0.54
35516,14.204,1,4,4,633.59375,6.96,2.5,5,5,0.625
35517,11.99,1,2,2,86.8026875,0.8759,1.5,6.25,5.25,0.4875
35518,11.867,1,5,7,710.09375,6.8187,3.25,4.25,4.25,0.54
35519,6.323,1,8,11,958.125,8.6124,2.5,6,1.25,0.52
35520,11.706,1,10,21,888.09475,9.315,2.25,5,5,0.625
35521,8.19,1,9,15,1229.53125,12.0574,8.5,2.5,2.5,0.4062
35522,12.607,3,6,9,1133.45125,6.7663,7.25,3,1.5,0.58
35523,4.55,1,10,16,1852.15625,17.8178,5.25,6.25,1.25,0.84
35524,10.946,1,18,20,1723.103125,16.1793,1.5,6.25,5.25,0.875
35525,29.47,1,8,9,643.575125,9.9628,1.25,2.25,7,0.0156
35526,17.477,1,11,12,792.78125,10.4475,1,9,5,0.4375
35527,17.976,1,8,11,1887.755,17.61,2.75,5,2.75,1.2812
35528,8.467,2,6,12,798.390625,4.6999,2.5,4,4,0.4
35529,35.957,1,4,4,153.125,1.8549,7,10,1,1.1
35530,6.563,1,14,16,2001.953125,16.2262,1.743,4.6,4.6,0.5625
35531,6.69,1,6,8,839.91875,15.3637,0.5,5.5,6.5,0.75
35532,7.98,1,3,3,445.4375,2.25,1.72,5.88,3.25,0.5
35533,10.137,1,10,14,1470.03125,10.5149,1.25,2.25,7,0.0156
35534,7.89,1,1,2,78.375,0.4125,1,8,5,0.3125
35535,8.24,1,6,11,1370.8,5.2431,6.5,6.5,0.85,0.6438
35536,21.134,2,3,8,473.3625,2.7563,0.9,7.6,6.4,0.625
35537,38.14,4,3,8,813.78,8.4,7,3,3,1.375
35538,8.74,1,4,6,387.54375,2.8094,1,9,5,0.4375
35539,10.14,1,5,5,484.8075,7.9075,1.75,6.25,1.75,0.64
35540,32.684,3,1,4,608,3.4875,9.5,3.85,3.85,4.4938
35541,12.86,2,3,10,1242.5625,9.03,3.25,5.25,3.75,0.9375
35542,9.333,1,0,0,0,0,2.75,5.25,2.5,1.04
35543,18.18,2,0,0,0,0,3,11.75,4.25,1.125
35544,7.41,1,3,3,348.75,2.39,3,11.5,4.25,1.84
35545,10.73,1,1,1,53.125,0.4062,2,8.5,2,1.04
35546,12.6,1,4,4,748.28125,3.25,0.25,7.5,9.75,0.1875
35547,9.49,1,0,0,0,0,7.5,9.5,0.5,0.25
35548,6.24,1,5,9,728.5625,5.25,3,5,5,0.625
35549,6.88,1,9,17,1383.375,5.5838,9.25,3,3,2.24
35550,28.983,1,7,7,778.15,8.5644,9.5,4,4,3.4875
35551,66.41,1,3,4,855.9375,14.5625,1.75,8.25,3,0.375
35552,8.87,1,4,4,388.3125,4.66,3.5,8.87,7.25,0.3125
35553,58.587,1,1,1,192,2.5,1.65,4.29,4.29,0.25
35554,7.833,1,8,11,1049.46875,10.17,2.25,3,3,0.2656
35555,68.584,1,0,0,0,0,3,11.5,4.25,1.84
35556,8.79,2,4,12,464.875,1.7562,1.25,6.25,4.25,0.5625
35557,6.35,1,2,2,348.966412,4.2812,3,6.5,4.5,0.25
35558,9.387,1,6,9,1052.15625,13.2375,0.9,7.6,6.4,0.625
35559,18.554,1,12,14,1465.25,11.5112,1.25,6.25,4.25,0.5625
35560,22.493,2,6,10,1529.5625,10.3475,7,10,1,1.1
35561,4.947,1,3,5,485.8125,3.3,3,11.5,4.25,1.84
35562,8.087,1,1,8,253.125,0.375,4,5,5,0.875
35563,13.797,1,4,5,503.1875,5.3113,1.75,9.75,2,0.6562
35564,8.703,1,4,4,608.490573,7.2625,7.25,8.25,2.5,0.125
35565,11.38,1,2,3,166.5,4.1437,2,5,1,0.1437
35566,9.103,1,2,3,546.8125,3.925,1,5.5,5.5,0.625
35567,12.464,1,3,6,483.594204,4.5612,1.75,8.5,4.75,0.6
35568,21.86,3,3,4,404.46875,5.5375,3,11.5,4.25,1.84
35569,7.343,2,1,2,58.09375,0.3312,5.5,2.5,2.5,0.5
35570,7.633,2,2,2,542.75,4,1.75,4.5,4.5,0.5
35571,17.54,2,9,18,1084.192848,6.2275,9.5,4,4,3.4875
35572,34.656,1,0,0,0,0,2.75,5,2.5,1.0125
35573,70.6,1,3,3,252.3125,8.375,3,11.5,4.25,1.84
35574,52.207,1,0,0,0,0,7,5.25,3.5,0.875
35575,11.24,1,1,1,213.237416,4.5,3,11.5,4.25,1.84
35576,5.09,1,11,21,1078.71125,8.27,9.25,3,3,2.24
35577,13.597,2,12,17,1140.5205,11.5668,3.5,2.75,2.75,0.375
35578,2.876,2,17,26,1532.690101,13.2249,2.5,3.75,3.75,0.375
35579,10.626,1,14,16,1342.070551,13.4075,5.38,2,2,0.4375
35580,12.547,1,5,6,499.265625,4.19,2.5,3,3,0.3312
35581,25.484,3,7,19,1999.1,6.0575,1,9.5,6.25,0.52
35582,16.873,1,7,7,567.28125,7.715,1,8,6,0.3125
35583,17.646,1,0,0,0,0,7.5,9.5,0.5,0.25
35584,14.237,2,3,5,764.5,9.4875,5.25,3,3,1
35585,6.62,1,4,5,549.65625,3.3125,2,4.5,3.75,0.58
35586,19.817,2,2,3,237.3125,4.4875,6,10,10,3.1
35587,20.453,2,0,0,0,0,9.5,3.85,3.85,4.4938
35588,23.5,1,6,14,540.9375,3.0025,1,7.5,4,0.42
35589,9.334,1,13,16,1520.59375,17.6825,7,10.75,0.5,0.8
35590,8.484,1,3,3,312.34375,4.37,2.75,6,4,0.75
35591,9.607,1,11,14,1613.671875,18.1084,2.75,5.25,2.5,1.04
35592,20.52,1,4,5,858.765625,5.945,1.5,4.25,2.5,0.5
35593,42.516,1,4,6,283.180125,2.12,9.5,4,4,4
35594,20.65,2,3,4,283.4375,4.5625,9.5,4,4,3.4875
35595,12.793,1,13,14,1181.141927,18.755,1,8,5,0.3125
35596,10.31,1,12,14,1548.680625,8.1706,5.5,8,6.5,2
35597,28.453,1,9,15,1534.513125,9.1037,2.75,4.75,2.5,1.04
35598,8.65,2,12,20,1781.609375,16.4575,3,5,5,1.0625
35599,51.36,1,0,0,0,0,2.5,7.8,8.1,0.25
35600,12.577,1,5,6,1027.1,13.485,10.5,6.75,0.5,0.76
35601,10.216,1,8,15,1035.8125,7.445,1.75,9.75,2,0.6562
35602,13.67,1,6,8,1100.3,18.0736,6,7,10,3.5
35603,12.44,3,3,3,386.46875,4.86,5.5,2.75,2.75,1.2375
35604,11.16,1,1,2,68,0.75,6,7,10,3.5
35605,9.27,2,0,0,0,0,2.5,6.25,1,0.54
35606,79.09,1,9,21,1361.10063,9.3625,2.25,4.25,4.25,0.62
35607,4.903,1,3,5,354.59375,1.68,3.5,8.87,7.25,0.3125
35608,7.184,1,0,0,0,0,2.25,4.25,4.25,0.62
35609,13.1,1,0,0,0,0,2.25,4.25,4.25,0.62
35610,7.137,1,6,8,664.625,8.8725,2.25,4.25,4.25,0.62
35611,18.27,1,9,13,1030.509375,11.1962,1,9,5,0.4375
35612,9.71,1,4,4,453.0625,3.2756,6.75,3.75,2,0.5
35613,9.987,1,2,2,225.96875,4.9375,2.5,3.25,3.25,0.3312
35614,29.2,1,6,8,1013.536375,8.9025,1,5.5,5.5,0.625
35615,11.977,3,7,12,1453.6875,7.105,2,4.5,3.75,0.58
35616,34.56,7,2,2,656,8.265,2.5,4,4,0.4
35617,8.966,1,3,5,943.875,4.3188,3,4.25,4.25,1
35618,9.736,1,0,0,0,0,2,4.5,3.75,0.58
35619,6.64,1,6,7,235.640625,3.3437,2.25,4.25,4.25,0.62
35620,56.78,4,1,2,304,4,9.5,4,4,4
35621,16.417,1,6,7,1063.873462,9.6525,7,10,1,1.1
35622,31.517,5,0,0,0,0,2.5,4,4,0.4
35623,5.176,1,2,2,404.8125,4.75,9.25,3,3,2.24
35624,5.966,1,1,1,109.375,1.1,2.25,3,3,0.2656
35625,9.114,1,6,7,380.90625,2.1434,1.5,5.25,2.75,0.54
35626,8.634,1,8,9,991.2125,7.1125,1.25,8.25,5.5,0.4
35627,15.63,4,6,6,1458.296875,10.67,2.5,4,4,0.4
35628,10.577,2,10,12,834.933755,11.7962,3,11.5,4.25,1.84
35629,5.253,1,2,2,71.4825,0.9281,2.5,3.25,3.25,0.3312
35630,10.374,2,7,11,1471.671875,9.2962,7,5.25,3.5,0.875
35631,4.25,1,5,5,718.93875,16.4488,9.25,3,3,2.24
35632,19.64,2,2,3,94,0.7509,1,8,5,0.3125
35633,26.904,1,3,3,323.859375,1.6137,1.75,4.5,4.5,0.5
35634,13.56,1,0,0,0,0,9.5,4,4,3.4875
35635,17.61,1,6,7,929.578125,6.49,3,11.5,4.25,1.84
35636,6.79,1,6,7,935.9375,10.8587,2.75,4.75,2.5,1.04
35637,8.3,1,0,0,0,0,2.75,5,2.5,1.0125
35638,14.633,5,2,3,377.125,2.5,2.5,3.5,3.5,0.3312
35639,40.3,1,6,7,383.5,1.7525,2.5,4,4,0.4
35640,14.94,1,4,6,709.40625,7.3262,10,3,3,2
35641,6.62,1,3,3,284.384452,5.4884,2.75,5,2.5,1.0125
35642,6.806,1,4,4,385.3125,4.65,7,10.75,0.5,0.8
35643,9.054,1,6,6,682.140625,12.6925,6.69,3.25,4.94,0.875
35644,15.196,2,1,3,94.921875,0.3312,1.25,5.75,3,0.5
35645,7.937,1,4,4,314.929375,3.2625,8.5,2.5,2.5,0.4062
35646,6.067,1,3,3,225.375,2.0875,9.5,3.85,3.85,4.4938
35647,23.956,1,3,6,233.4375,1.2662,2.75,5,2.5,1.0125
35648,33.663,2,3,5,516.25,6.6259,10.25,4.25,4.25,3
35649,21.226,1,0,0,0,0,1,9,5,0.4375
35650,12.57,2,11,18,1066.134766,11.6962,7.5,9.5,0.5,0.25
35651,13.08,1,8,9,880.18375,13.53,4,5.25,3,1.1625
35652,19.543,2,3,8,777.5,4.5,1,10.25,6,0.5
35653,3.733,2,0,0,0,0,2.5,3.75,3.75,0.3312
35654,8.863,1,2,2,253.3125,1.9375,6.25,2.5,2.5,0.9
35655,64.53,1,8,10,999.8125,10.1937,10.75,5.25,4,4
35656,9.497,1,0,0,0,0,8.5,5.5,0.85,0.42
35657,13.756,1,7,9,1015.90625,10.495,2.25,3,3,0.2656
35658,20.217,1,10,15,1375.390625,13.08,5.25,6.5,1.5,0.82
35659,8.33,1,17,19,1177.791654,17.116,2.5,4,4,0.3312
35660,11.006,3,3,3,459,5.3637,2.48,3.15,3.15,0.3312
35661,9.653,1,3,9,467.5,2.2625,3,11.75,4.25,1.125
35662,14.213,2,8,19,1647.84375,18.1006,2.75,11.75,4,1.5
35663,56.077,1,6,8,1053.25,11.7425,2.75,5.25,2.5,1.04
35664,8.18,1,6,18,1521,9.8275,1,5.5,5,0.75
35665,37.633,2,0,0,0,0,10.75,5.25,4,4
35666,18.796,2,6,6,647.28125,10.425,1.75,4.5,4.5,0.5
35667,14.347,1,7,8,1175.54375,14.1524,3,11.5,4.25,1.84
35668,18.02,1,6,7,1121.421875,7.97,6,7,10,3.5
35669,10.13,1,9,12,1497.6875,17.1412,6,7,10,3.5
35670,5.353,1,6,7,860.296875,7.05,5.25,6.5,1.5,0.82
35671,7.143,1,6,7,1244.3125,9.3225,9.25,3,3,2.24
35672,17.04,1,7,7,776.421875,6.3671,10,3,3,2
35673,14.91,2,4,6,735.25,2.8412,5.25,10.25,0.25,0.5
35674,41.897,4,0,0,0,0,9.5,3.85,3.85,4.4938
35675,12.54,1,0,0,0,0,6.25,2.5,2.5,0.9
35676,9.326,2,1,1,30.375,0.54,2.5,4,4,0.3312
35677,10.86,1,0,0,0,0,6,3.25,3.25,1.16
35678,25.027,2,0,0,0,0,5.5,8,6.5,2
35679,6.307,1,3,11,386.71875,1.125,9.5,3.85,3.85,4.4938
35680,15.763,1,6,15,1013.21125,4.68,9.5,4,4,3.4875
35681,35.813,1,3,6,197.1875,2.3362,5.25,10.25,0.25,0.5
35682,19.1,1,4,5,485.8375,3.84,2,5.25,5.25,0.5
35683,8.13,1,3,3,523.09375,3.94,5,5,5,0.9062
35684,18.183,4,9,10,987.859375,18.5025,7.5,2.5,2.5,0.95
35685,18.764,2,7,9,534.65,8.8924,4.5,1.5,1.5,0.1062
35686,10.84,1,4,5,552.5,3.913,6.25,2.5,2.5,0.9
35687,10.247,2,8,14,1560.6875,14.1975,2.25,4.25,4.25,0.62
35688,12.21,1,10,14,1491.6875,17.2249,5.25,10.25,0.25,0.5
35689,24.567,1,0,0,0,0,3,5.25,5.25,1.06
35690,10.636,1,3,3,244.328125,1.7,1.75,6.25,1.75,0.64
35691,7.677,1,7,19,746,5.92,2.5,4,4,0.4
35692,11.617,2,1,4,385.875,1.16,7.25,3,1.5,0.58
35693,11.373,1,2,2,421.5,2,5.25,10.25,0.25,0.5
35694,5.407,1,4,7,613.625,3.275,8.5,2.5,2.5,0.4062
35695,9.973,1,1,1,66.015625,1.0938,7.45,2.17,2.17,0.875
35696,7.144,1,0,0,0,0,3.25,4.25,4.25,0.54
35697,4.95,1,4,4,342.3125,3.2625,4,5,5,0.875
35698,7.244,1,16,19,1516.8356,11.4062,5.25,6.5,1.5,0.82
35699,10.953,4,2,2,222.5,1.1875,5.563,5.125,0.938,0.5625
35700,39.447,3,1,4,686.375,4.46,9.5,4.25,4.25,4.46
35701,10.034,3,3,5,465,2.1875,1.25,8.25,5.5,0.4
35702,10.753,1,6,7,1273.526,11.1575,1,5.5,5,0.75
35703,10.653,1,14,20,1675.71875,17.8283,2,5.9,5.9,0.6875
35704,9.287,1,14,23,1151.984214,15.9726,7,5.25,3.5,0.875
35705,13.164,1,1,1,39.484375,0.5625,7,5.25,3.5,0.875
35706,10.687,4,2,3,248.40625,1.9475,5.5,2.5,2.5,0.5
35707,8.417,1,11,11,1012.8125,8.6643,3,11.75,4.25,1.125
35708,15.593,1,2,2,94.5,0.9875,3.25,5.25,3.75,0.9375
35709,40.943,1,0,0,0,0,1,1,1,1
35710,31.74,1,11,11,751.510471,11.0363,2,7.25,2,0.5
35711,11.924,1,4,5,658.3125,5.7306,1,7.5,4,0.42
35712,10.97,2,1,1,15.9375,0.5,5.65,2.247,2.247,0.5
35713,13.35,1,0,0,0,0,9.5,4,4.25,4
35714,10.694,1,1,1,17.875,0.75,9.5,4,4,3.4875
35715,20.34,1,4,4,379.3125,4.59,2.5,4.75,4.75,0.875
35716,11.05,1,5,8,935.95,3.4865,2.25,3,3,0.2656
35717,52.566,2,8,13,1224.82,10.595,3,11.5,4.25,1.84
35718,9.23,1,13,25,1505.40625,11.5136,9.5,4.25,4.25,4.46
35719,7.683,1,1,3,1240.3125,9.9,1,9,5,0.4375
35720,10.78,1,1,1,168,4,2.25,4.25,4.25,0.62
35721,13.11,1,10,13,1493.578125,17.4375,8.5,5.5,0.85,0.42
35722,13.73,2,2,3,302.1875,1.58,1.75,4.75,4.75,0.54
35723,9.014,2,3,4,730.625,5,3,11.5,4.25,1.84
35724,8.917,1,9,10,977.5158677,10.5325,9.5,4,4,3.4875
35725,9.473,1,3,3,336.25,5.4125,2.2,5.75,1.2,0.5
35726,27.307,1,0,0,0,0,1,9,5,0.4375
35727,7.19,2,3,3,621.8125,13.0875,6,2.75,2.75,0.625
35728,21.59,1,0,0,0,0,1.25,8.25,5.5,0.4
35729,12.107,1,3,4,1325.019,2.2312,3,4.25,4.25,1
35730,10.367,1,3,5,639.53125,7.2093,1.75,6.25,1.75,0.64
35731,18.67,3,2,4,1039.13625,12.97,10,3,3,2
35732,19.746,2,0,0,0,0,6.5,6.5,0.85,0.6438
35733,13.793,1,3,3,479.61875,2.3275,1.5,8.5,6,0.2188
35734,7.86,1,5,5,841,5.3438,4.75,6,1.5,0.3125
35735,9.244,1,1,1,146.625,1.84,9.5,7,1.5,0.52
35736,8.48,2,8,13,902.99685,7.9936,2.75,4.75,2.5,1.04
35737,14.71,1,9,13,1500.734375,7.18,9.25,3,3,2.24
35738,5.376,1,5,5,1011.140625,10.5,9.5,4,4,3.4875
35739,10.793,1,0,0,0,0,5.25,10.25,0.25,0.5
35740,4.8,1,2,3,411.84375,2.8,9.5,4,4,3.4875
35741,21.863,1,2,2,164.625,2.94,8.5,2.5,2.5,0.4062
35742,21.526,1,11,11,909.53125,7.6861,0.9,7.6,6.4,0.625
35743,15.45,2,5,5,285.671875,3.2625,7.75,2.75,2.75,1
35744,7.813,1,5,6,766.0317354,12.3875,7,10,1,1.1
35745,12.933,2,6,8,647.4,6.0375,5.5,8,6.5,2
35746,12.05,1,5,5,1272.9375,5.7174,2.75,3.25,3.25,0.3312
35747,7.937,1,5,5,513.53125,8.48,3,11.5,4.25,1.84
35748,5.24,1,3,4,723.28125,2.555,10.25,4.5,4.5,3
35749,23.577,1,5,7,801.622662,9.2824,2.25,4.25,4.25,0.62
35750,10.26,1,12,12,1504.026574,15.1225,5.25,10.25,0.25,0.5
35751,9.066,1,8,11,848.078125,14.11,1,9.5,6.25,0.52
35752,21.133,1,8,10,1071.828125,8.165,3.25,6.25,3.25,1.0938
35753,7.3,1,4,5,266,5.79,2,8.5,2,1.04
35754,26.25,1,6,7,1022.812958,8.2074,3,11.5,4.25,1.84
35755,22.263,1,1,1,200.8125,2,4,5,5,0.875
35756,10.31,1,3,3,109.125,3.09,5.25,10.25,0.25,0.5
35757,17.773,1,1,1,420,3.5,6,7,10,3.5
35758,8.353,1,5,11,510.116541,4.4362,5.5,5.5,1,0.75
35759,14.926,1,12,19,2137.1875,14.1449,2.75,5,2.75,1.2812
